time,0,1,2,3,4,5,6,7,8,9,var
201309,0.08500432491939923,0.11716599827003224,0.12025241802311865,0.08480773767397971,0.1098922701895101,0.09546276637571754,0.10163560588189038,0.10173389950460013,0.09426358417865849,0.0897813949830935,1.5799538951320644e-05
201310,0.0,0.023529411764705882,0.0,0.0,0.3588235294117647,0.0,0.6176470588235294,0.0,0.0,0.0,0.004564398308342946
201312,0.0,0.0011160714285714285,0.0,0.0,0.20642297325907108,0.0,0.7856446037717413,0.0,0.006816351540616246,0.0,0.006221062173205895
201401,0.0,0.02548361000037546,0.0,0.0,0.5270286423133964,0.0,0.4380402369856199,0.002717391304347826,0.006730119396260419,0.0,0.004114894801537335
201402,0.0,0.07017543859649122,0.0,0.0,0.5087719298245614,0.0,0.40350877192982454,0.0,0.017543859649122806,0.0,0.003632228719948019
201407,0.012836021505376343,0.14751344086021503,0.002867647058823529,0.001568627450980392,0.3228115117014548,0.0,0.4306593927893738,0.01075268817204301,0.06292615433270081,0.008064516129032258,0.0023972311664594973
201408,0.013010650119946461,0.12261869180521551,0.017055080732968603,0.0016417944756548127,0.3260877429900975,0.0,0.37644846858622194,0.030995616777798503,0.10770894447799444,0.004433010034102263,0.0019569606005747156
201409,0.008953067457906442,0.2476165367129692,0.017289490950160774,0.011809177485636526,0.32253758196965465,0.0,0.22507649644915378,0.026050310567954385,0.13602377722207265,0.00464356118449151,0.0015080562243156971
201410,0.024947683963542733,0.16825978955189563,0.05049034752568787,0.02827989443057658,0.17476319693301115,0.0005308927694789256,0.3300434373580942,0.047570586132557616,0.17094629351526927,0.0041678778198859815,0.0011472985096345873
201411,0.04161137796701543,0.19259588122885957,0.05156425226613789,0.019582497647387467,0.2329566568928244,0.0007848621443009791,0.26965099251836183,0.05418091687257315,0.12162315754852908,0.01544940491401026,0.0009646061405704332
201412,0.03734037126788937,0.12353354229568306,0.06768208019526498,0.020492848473567412,0.1996591502451876,0.0021252821848738975,0.2573605432475658,0.09182411044973157,0.18235503411237258,0.01762703752786373,0.0007750460079595301
201501,0.1367711481768382,0.08752182575193422,0.09280466746238983,0.05681925874971257,0.21804473027988222,0.006087156875814896,0.17996845727420177,0.07697481268503945,0.09539038309151929,0.049617559652667585,0.00039625671244086015
201502,0.04072283313781528,0.09779474281030079,0.10088553204373209,0.07122193175805086,0.11706612449120214,0.02904094694377548,0.1791124997788854,0.19192648008405394,0.06795598376428998,0.10427292518789405,0.00028253765658986616
201503,0.10600929247019594,0.12582991274239677,0.08103186194999128,0.10019214649161157,0.1420833131713781,0.017321447462287996,0.1469265012250427,0.09917175512159249,0.09849259190797176,0.08294117745753145,0.00013517699643706652
201504,0.08108758397642689,0.08187176993286396,0.13762535654194874,0.13555273197496753,0.09923418189620618,0.05817510860649949,0.0985946194962938,0.10904960923892383,0.08693782507181884,0.11187121326405071,6.123667853785517e-05
201505,0.09509428254835732,0.07753911069117994,0.12956335485142212,0.11137168624496427,0.07967742011421679,0.058787992712617684,0.06279387633513075,0.11589882195168125,0.10900279729550146,0.1602706572549283,9.993302523282734e-05
201506,0.09166480673527133,0.07306843305301328,0.1097122223772884,0.1550675266191605,0.06325855659593015,0.1214017270919435,0.0703757225937137,0.09924344609412547,0.0831611910367036,0.13304636780285004,8.870322422546099e-05
201507,0.08074082100966433,0.06433304366145935,0.13372555777875741,0.1352607809032391,0.0462548910511533,0.14730709076081003,0.05300623209847186,0.11915529554295749,0.09673111036637774,0.12348517682710942,0.00013653177753738613
201508,0.09337377132805329,0.0810418984671429,0.11620106544845735,0.1488137647493821,0.03630376319667958,0.15400293135753854,0.04077851021290727,0.14019348816274269,0.07003661919358883,0.11925418788350745,0.00018237034591802925
201509,0.08368812509150585,0.04106349925430113,0.1502688444256164,0.11052337565671873,0.03706861225356117,0.23134951436986487,0.029613048153636145,0.11012388047069725,0.062432868396733676,0.1438682319273646,0.0003998096458056314
201510,0.08543269379708848,0.03994973021169573,0.10583384511944058,0.09273313057085514,0.04901831994730323,0.29262053708630115,0.023830833389404445,0.1209831263443236,0.07365236911097463,0.115945414422613,0.0005644152543128194
201511,0.13680619711988323,0.04488445118043524,0.07827530791029536,0.10834674951729752,0.031886363419472576,0.2931928893062026,0.023203406772638924,0.13602582691872622,0.06339515050965473,0.08398365734539362,0.0006187669498161855
201512,0.13188295423769328,0.037069206844829804,0.08029376086032153,0.12161834595385576,0.029667993965201984,0.3564787495907492,0.021185038712250373,0.06972607958608017,0.050064326072665276,0.10201354417635253,0.0009576263397347845
201601,0.19171467591719185,0.03901010479046311,0.08527750747799921,0.110105604475485,0.03955867706722636,0.2989856833236473,0.032919002983862564,0.0660946961832246,0.05327295133967331,0.08306109644122664,0.0007090939236405406
201602,0.15410513727615627,0.044845956736843065,0.04662007172682421,0.09842031638558302,0.02916422387653761,0.3146822981158427,0.01670967245084217,0.08848366877882256,0.05564966858237217,0.1513189860701762,0.000795532639891067
201603,0.21003020309483506,0.028972787647295346,0.07780687292178004,0.1523476824878865,0.01832237254367114,0.24438667240291567,0.017126918094993577,0.0929679645362283,0.044856221943469686,0.11318230432692464,0.0006448341985160486
201604,0.13268081476791366,0.055270807742273706,0.1542335300219,0.12231078414968742,0.029329984797021154,0.23633722504543817,0.0232046227620722,0.07514788335174735,0.045856722975030316,0.1256276243869161,0.00044659222655051966
201605,0.07924098069406836,0.03727405226457276,0.11865480388737372,0.25435011559612336,0.041923986988420404,0.1801150415383487,0.03289712995690536,0.10645512755709646,0.05141280040037921,0.09767596111671165,0.0005026585047104486
201606,0.10085684824414459,0.07418299729821937,0.07210077063409105,0.15650397184558915,0.04485346961677436,0.23168558024621555,0.03501943449794014,0.08527316642600156,0.06196716680300341,0.13755659438802093,0.0003590766356905234
201607,0.08221392244589096,0.12012462570792959,0.14406079876972044,0.12037971659791223,0.052577654266092344,0.14436763249660697,0.04472517583077944,0.13612310483628956,0.0627262681914151,0.09270110085736334,0.00014553541712585352
201608,0.07487337375975071,0.13573005491776033,0.07719650950714455,0.1746931096165477,0.043291227472002106,0.0973264929223588,0.05682925428018224,0.1548721634065272,0.10958080453280179,0.07560700958492454,0.0001865728210557847
201609,0.06354420621253401,0.11164825689530769,0.11533163503054897,0.0994572753587463,0.0669738215136474,0.0704091779025069,0.052580762047451005,0.17197698251310387,0.10744163521953427,0.1406362473066196,0.00014224842510594332
201610,0.1077721091817523,0.12527653235795308,0.13374356931875298,0.06222370387253167,0.10121296047555409,0.030794695282358373,0.1352410045864776,0.13856033443480215,0.09990487976518317,0.0652702107246345,0.00013323140410878407
201611,0.06237403358031084,0.1152647424583017,0.11433115509657678,0.1795947565810173,0.07195820323480741,0.008236752592279122,0.17787127068447084,0.09185904500675363,0.1190659432269125,0.0594440975385698,0.00028371966994852703
201612,0.0635005902890465,0.14486542473103933,0.10003635818195465,0.09145706556760051,0.1664082988249601,0.010308845277470953,0.15240621663990211,0.1022503228370531,0.09531720253900725,0.07344967511196554,0.00021501095026182552
201701,0.0599892640959123,0.17815436639096485,0.1296303133683396,0.09035041048601895,0.20932612559977068,0.003518533426635208,0.10560180156912181,0.11680951013999112,0.05878832769508868,0.0478313472281568,0.00038527576922912357
201702,0.06347007068131653,0.19116016764444002,0.10045050476661613,0.018959164801443044,0.2306955902374168,0.0018332017641561628,0.17791708311415233,0.059358867671796454,0.1173791658433423,0.0387761834753202,0.0006078183777976976
201703,0.04353987807482623,0.21627487128230508,0.06507064709296716,0.023105308426392822,0.2681429243510422,0.0014034971811134602,0.18090722720978925,0.06776021822199253,0.10455390319011372,0.029241524969457495,0.0008271848943382685
201704,0.037611752870079285,0.1756622571845924,0.09719581004294334,0.008427426737516515,0.28457115114640014,0.0,0.1671504067571057,0.08682343063910297,0.1271140108465757,0.015443753775683897,0.0008293856388938842
201705,0.03068244077175887,0.10786451087256238,0.11782964739828086,0.011070606662062403,0.2536349112198252,0.0,0.25858553256534245,0.08737431205287274,0.12813772894212233,0.004820309515172752,0.000909516424732544
201706,0.01952502353901235,0.12256953756046975,0.08144678452460592,0.004655307040850146,0.26100916684491116,0.0,0.33300534381573266,0.01600474385567678,0.1584193768647207,0.003364715954020486,0.0014049142774164559
201707,0.007013816708429256,0.14811080437040475,0.04827623020743514,0.0039236391362838414,0.3075166935732612,0.0,0.3150694579229962,0.03777199529831404,0.127215686588211,0.005101676194664568,0.0015089317236469276
