time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,var
20133,0.05007077140835102,0.040909805771801526,0.05773767397971219,0.048675001965872454,0.05484784147204529,0.053255484784147204,0.04389793190217818,0.05504442871746481,0.05007077140835102,0.04718093890068412,0.03473696626562869,0.06560116379649289,0.06271133128882597,0.0561453172918141,0.05763938035700243,0.05345207202956672,0.04718093890068412,0.048675001965872454,0.045588582212786034,0.02657859558071872,4.138681698577367e-06
20134,0.7911949123835581,0.0,0.006011386880333529,0.0,0.0,0.001176470588235294,0.051564285714285715,0.0,0.11615678131717802,0.0005602240896358543,0.0,0.0,0.0,0.032443081883916355,0.0008928571428571428,0.0,0.0,0.0,0.0,0.0,0.001561136442766109
20141,0.5325112026624061,0.0,0.0566942407409603,0.0,0.0,0.0005181347150259067,0.03558411994660564,0.0,0.24798961581555826,0.0,0.0,0.0,0.0,0.07706174438687392,0.018061994364148713,0.0,0.0,0.031578947368421054,0.0,0.0,0.0008073940618624148
20143,0.30596375608910764,0.000759598200590787,0.06134032067473026,0.0,0.0010779569063461085,0.036588991416890794,0.13127381182655445,0.0002279294093667281,0.16292899470013486,0.01752963411545664,0.003134891003007583,0.03267619924328714,0.0,0.1340421910189148,0.05155213584866589,0.017871860430577473,0.02114715007732557,0.01201106946524128,0.00240651683053153,0.0074669927432703615,0.00030388913402918093
20144,0.20333864626664894,0.003213085170451175,0.07886866309194103,3.30392837083292e-05,0.003266932713133104,0.045323726920853916,0.08387898015792537,0.0005341002935961365,0.15432559092499792,0.03820295803009978,0.0037072049163454977,0.035684451933041185,0.0005961461625077185,0.12870328362591996,0.08401716799521405,0.03840807795432987,0.02703710008623265,0.04291596508470885,0.0061268761241395795,0.021818003264204966,0.0001616483145446153
20151,0.07906454461205505,0.020229073892431445,0.08963473268778334,0.002853272943928139,0.05093742230134891,0.10364107538248728,0.06438974462216274,0.004914338490441488,0.08725888517690192,0.06188516510705354,0.022269596764020377,0.03794655796509287,0.0037330663634443898,0.06974092221842576,0.08603970759361684,0.040072775921685455,0.05848346884309156,0.03545709742620765,0.028031675186795498,0.053416876501025785,4.682115925319733e-05
20152,0.03181324122555453,0.07533555378600112,0.06005440215065493,0.02029812870759975,0.04297466278993539,0.05526484496010451,0.04085114026895905,0.04263293799666525,0.044669893872914694,0.06059489018828479,0.05729218252670066,0.06929763317212433,0.01615114673902185,0.04360087809989207,0.04424489806179837,0.0661055921371456,0.06977452078118852,0.058928208273753446,0.04411622128330225,0.05599902297839881,1.2520480956304661e-05
20153,0.015189326706136392,0.07532964168067686,0.029562577394441243,0.0786895030032207,0.06054741582565183,0.02430663019728977,0.02095474602677191,0.08086933459399377,0.016346048438681655,0.03693399886308218,0.08561564726375807,0.05404541601914999,0.09642968439492378,0.026118139650076377,0.03322079066045357,0.05183419042141312,0.045987196003012584,0.046193075968060084,0.06271060695341996,0.05911602993578595,3.0359104484706093e-05
20154,0.008769804980398829,0.07221751134663706,0.02001836898129209,0.12894234806953997,0.05907705227997269,0.024670252787568965,0.018880987521176836,0.10331408187635577,0.018863989332451352,0.026459778616503567,0.076356860234391,0.03779075963803916,0.12129403646447036,0.009920317038116262,0.017705736367541795,0.03806037363135734,0.04291933392160493,0.048909750411538264,0.08466875672795415,0.04115989977308949,6.692774911620333e-05
20161,0.007005454505644058,0.05873387060733278,0.021366564587439726,0.2169174166745451,0.07280101713995533,0.014860824167374042,0.016330592285049024,0.09829194294387276,0.011951697036402215,0.03730173032541375,0.05841222431253194,0.019103642214733395,0.12151732053295086,0.008302492560361615,0.018249601455851246,0.05047337045412664,0.02947087409532874,0.026524212864157664,0.08130459866241692,0.031080552574512216,0.00012798149964428926
20162,0.01050721934080209,0.09647878325191195,0.019998533750329374,0.09926466202579973,0.07133818874849904,0.030362794336915386,0.016051983389694064,0.10108905381064054,0.016504802966943843,0.039677948607093935,0.05454406916919475,0.0369400205816536,0.1119092141459825,0.02214380521758683,0.0348534081458034,0.039135069760164565,0.06155235245015088,0.030372125811288862,0.06531284728120236,0.041963117208342185,4.959000873171537e-05
20163,0.02436320874257433,0.06494627351513099,0.032852357245019476,0.017650664036010073,0.046724874491630236,0.042838487923876574,0.036022739223015805,0.062901690828032,0.034115589524645044,0.036285982139918085,0.06489674663560376,0.08406552877726482,0.04171564420448519,0.03094462700160019,0.05271613762505106,0.05795680256347873,0.07895078424212759,0.09889458937168556,0.05373709593948963,0.037420175969360814,2.202953454304649e-05
