time,0,1,2,3,4,5,6,7,8,9,var
20133,0.08500432491939923,0.11716599827003224,0.12025241802311865,0.08480773767397971,0.1098922701895101,0.09546276637571754,0.10163560588189038,0.10173389950460013,0.09426358417865849,0.0897813949830935,1.5799538951320644e-05
20134,0.0,0.005598739495798319,0.0,0.0,0.23690308448960978,0.0,0.7520450947820989,0.0,0.005453081232492997,0.0,0.0057972886445041925
20141,0.0,0.03442197571959861,0.0,0.0,0.5233772998156294,0.0,0.4311339439744608,0.002173913043478261,0.008892867446832896,0.0,0.0040118773001229
20143,0.011733335299185407,0.16398644529951836,0.015660163178909784,0.004789620200337991,0.32464704840216946,0.0,0.3350789866336648,0.027366770512079065,0.11186360393526422,0.004874026538870996,0.0017584133559966774
20144,0.03564529229110721,0.15632809602172085,0.05836970896546908,0.022117977044214584,0.20405935679408213,0.0013103872279292988,0.27909367665847323,0.06906749948781425,0.16037439996309844,0.013633605546090907,0.0008868516634599151
20151,0.1094394962960057,0.10536014681207442,0.08898748949693742,0.07742662545583076,0.1707309999131223,0.014272693987529084,0.16576822303173527,0.1034589425967587,0.0926473387981965,0.07190804361180979,0.00020312618133367638
20152,0.08946986780568716,0.0770317220466001,0.12393422862781855,0.13642781229458667,0.07891502859822215,0.08403968023049561,0.07668880920761474,0.10706354250257037,0.09183918439362736,0.13459012429277728,5.6599410774521024e-05
20153,0.08647086909066287,0.06155506494920079,0.13364196819220195,0.13077247135536912,0.03912435140789849,0.18178693997853854,0.039629661177803754,0.12338376555908936,0.07392218708842464,0.12971272120081043,0.00022098891113982042
20154,0.11566439832498701,0.040313607368054075,0.08940113814511615,0.10703014868318277,0.03760128942960676,0.3148698104025153,0.022742565190523884,0.10739786546198289,0.06266451558060104,0.10231466141343007,0.000682832976752332
20161,0.1902884079310679,0.03609797805342052,0.07235980768507771,0.12558002610357138,0.027711995670586576,0.2791328483949262,0.021989472092551598,0.08339481426004504,0.05020178075200129,0.11324286905675189,0.000666494742280505
20162,0.1108691448475937,0.055504988552987494,0.12412128953944208,0.16483538206982024,0.03652283031150203,0.22076485036242816,0.02870649504667017,0.08574690195815751,0.051399321435182464,0.12152879587621611,0.0003734259727384031
20163,0.07385320716066077,0.12433075951134483,0.10771555999985134,0.13743539217221842,0.05270907033832325,0.1036577271570373,0.05205241636339234,0.1541449261129574,0.09511983763935851,0.09898110354485579,0.00011379875576246591
20164,0.07317032002679877,0.131848379986967,0.1117977662525736,0.11044434580164145,0.12426577531666279,0.014333107079647902,0.15592328122142293,0.10743253511807077,0.10324792533818071,0.06753656385803398,0.00015730163048196345
20171,0.0516954346801676,0.20302840117850274,0.08558518607681459,0.03347379951280589,0.248054186143511,0.0018798875257993617,0.16724796953816298,0.07388046669452503,0.10018119247597564,0.03497347617373517,0.0006506922695238744
20172,0.029689671919668037,0.14255778770741018,0.09583242751577922,0.007623741924938094,0.26970367301582254,0.0,0.2455849386062475,0.061549933406392976,0.13854915902385428,0.008908666879887154,0.000961798183131325
20173,0.0031347290344351255,0.13461667768289248,0.027862059503622007,0.0023192087529408946,0.33167550688518305,0.0,0.3431073941363009,0.02557720085545786,0.12882396932834933,0.0028832538208182243,0.0018211399637086164
20174,0.0011094111557666546,0.08971332326189814,0.007182224336400965,0.0005774005427565101,0.3233136978006228,0.0,0.5143925408482523,0.010939151761111786,0.05238065539871539,0.0003915948944754811,0.003112184595725088
20181,0.0,0.017689848766274205,0.0003272251308900524,0.0,0.2860888103101171,0.0,0.683579219115706,0.00119239257214445,0.011122504104868113,0.0,0.00499517251016406
20182,0.10970464135021098,0.06962025316455696,0.07383966244725738,0.09915611814345991,0.08438818565400844,0.12025316455696203,0.10337552742616034,0.11392405063291139,0.12447257383966245,0.10126582278481013,3.513207166467863e-05
