time|_no|_EMW|A|B|C|D|E
1440577667|410000|2|0|0|0|0|0
1437387676|130000|1|0|0|0|0|0
1447317395|450000|1|0|0|0|1|0
1439200745|440000|1|0|0|1|0|0
1478065295|110100|1|0|0|0|0|0
1392025493|110100|1|0|0|0|0|0
1463486140|110100|1|0|1|0|0|0
1471276831|140000|2|0|0|0|0|0
1482723898|360000|2|0|0|0|0|0
1405676205|440000|1|0|0|0|0|0
1421849160|350000|1|1|0|0|0|0
1413898328|130000|1|0|0|0|0|0
1438692477|220000|2|0|0|0|0|0
1456280868|370000|1|0|1|0|0|0
1493176412|530000|3|0|0|0|0|0
1500948153|650000|3|0|0|0|0|0
1414490234|450000|1|0|0|0|0|0
1441525588|110100|1|1|0|1|0|0
1511426987|510000|3|0|0|0|0|0
1427702147|350000|1|1|0|0|0|0
1441692831|440000|1|0|0|1|0|0
1471436321|650000|3|0|0|0|0|0
1521861795|620000|3|0|0|0|0|0
1442822577|610000|3|1|0|1|0|0
1422499015|440000|1|0|0|0|0|0
1441605547|140000|2|0|1|0|0|0
1441779684|620000|3|0|1|0|0|0
1458185855|370000|1|0|1|0|0|1
1458702710|370000|1|0|1|0|0|1
1499054749|330000|1|0|0|0|0|0
1459921521|620000|3|1|0|0|0|0
1436783414|130000|1|0|0|0|0|0
1517196838|620000|3|0|0|0|0|0
1450093885|610000|3|0|0|1|0|0
1435631017|510000|3|1|0|0|0|0
1435237522|610000|3|0|0|0|0|0
1442568672|610000|3|1|0|1|0|0
1489039680|440000|1|0|0|0|0|0
1421309682|110100|1|0|0|0|0|0
1501568932|360000|2|0|0|0|0|0
1502099041|620000|3|0|0|0|0|0
1465293668|110100|1|0|0|0|0|0
1460355651|650000|3|0|1|0|1|0
1437730847|440000|1|0|0|0|0|0
1458113574|650000|3|0|1|0|1|0
1458203189|410000|2|0|1|1|0|0
1444990070|320000|1|0|0|1|0|0
1458615671|610000|3|0|1|0|1|0
1435895042|110100|1|0|0|0|0|0
1453453101|370000|1|0|1|0|0|0
1456396536|370000|1|0|1|0|0|1
1447931428|510000|3|0|0|1|0|0
1431329978|440000|1|0|0|1|0|0
1449583532|140000|2|0|1|0|0|0
1450228082|140000|2|0|1|0|0|0
1498468034|450000|1|0|0|0|0|0
1429341406|500000|3|0|0|0|0|0
1500279984|500000|3|0|0|0|0|0
1436795873|310000|1|1|0|0|0|0
1440388406|110100|1|0|0|1|0|0
1443089750|320000|1|0|0|0|0|0
1457590117|340000|2|1|0|0|1|0
1487390888|610000|3|0|0|0|0|0
1429286277|420000|2|0|0|0|0|0
1499918219|310000|1|0|0|0|0|0
1507688906|610000|3|0|0|0|0|0
1429766703|370000|1|0|0|0|0|0
1457601320|370000|1|0|1|0|0|1
1441524436|230000|2|0|0|0|0|0
1444716953|620000|3|0|1|0|0|0
1478335532|440000|1|0|0|0|0|0
1490860672|310000|1|0|0|0|0|0
1431583228|110100|1|1|0|0|0|0
1435827149|320000|1|0|1|0|0|0
1454390773|610000|3|0|0|0|0|0
1418265667|530000|3|1|0|0|0|0
1440144518|320000|1|0|0|1|0|0
1445318025|150000|2|0|1|0|1|0
1491545406|370000|1|0|0|0|0|0
1427963213|230000|2|0|0|0|0|0
1445931663|350000|1|1|1|0|0|0
1433227185|130000|1|0|0|0|0|0
1465206369|530000|3|1|1|0|0|0
1407383817|330000|1|0|0|1|0|0
1475036276|610000|3|0|0|0|0|0
1445310798|620000|3|0|0|1|0|0
1434524253|410000|2|0|0|0|0|0
1490927558|520000|3|0|0|0|0|0
1516141069|320000|1|0|0|0|0|0
1448867810|620000|3|0|1|0|0|0
1388042972|410000|2|0|0|0|0|0
1450751775|510000|3|0|0|1|0|0
1453975728|370000|1|0|1|0|0|0
1454306929|610000|3|1|0|1|0|0
1503974741|530000|3|0|0|0|0|0
1441523220|620000|3|0|1|0|0|0
1441888468|370000|1|1|0|0|0|0
1460033784|620000|3|0|1|1|0|0
1487673122|0|0|0|0|0|0|0
1431686115|610000|3|1|0|0|0|0
1438055112|410000|2|1|0|0|0|0
1456886363|370000|1|1|0|0|0|0
1405927855|110100|1|1|0|0|0|0
1415805817|530000|3|1|0|0|0|0
1427856213|530000|3|1|0|0|0|0
1452507044|370000|1|0|1|0|0|0
1467711122|320000|1|0|1|0|1|0
1468218011|610000|3|0|1|0|0|0
1444285006|230000|2|0|0|0|0|0
1459142244|370000|1|0|1|0|0|1
1464598420|350000|1|1|0|0|0|0
1435047080|510000|3|0|0|0|0|0
1473680258|530000|3|0|0|0|0|0
1445257855|370000|1|0|1|0|0|0
1489653719|340000|2|0|0|0|0|0
1417089391|360000|2|0|0|0|0|0
1436759697|620000|3|0|0|0|0|0
1418742281|420000|2|0|0|0|0|0
1464254940|370000|1|0|1|0|0|0
1516165365|530000|3|0|0|0|0|0
1446694042|650000|3|0|1|0|1|0
1432565360|130000|1|0|1|0|0|0
1442226820|370000|1|0|0|1|1|0
1439284227|130000|1|1|0|0|0|0
1447230835|370000|1|0|1|1|0|0
1408342276|110100|1|0|0|0|0|0
1436921632|310000|1|1|0|0|0|0
1410257076|350000|1|1|0|0|0|0
1441879398|130000|1|0|1|0|0|0
1460355577|610000|3|0|1|0|0|1
1409198166|530000|3|1|0|0|0|0
1505703782|420000|2|0|0|0|0|0
1431348161|440000|1|0|0|0|0|0
1458786119|650000|3|0|1|0|1|0
1481687122|230000|2|0|0|0|0|0
1431954944|220000|2|1|0|0|0|0
1508374732|650000|3|0|0|0|0|0
1438690284|510000|3|0|0|0|0|0
1406633324|130000|1|0|0|0|0|0
1421806487|530000|3|0|0|0|0|0
1437120120|370000|1|0|0|0|0|0
1452080194|340000|2|0|0|0|0|0
1426513834|370000|1|0|0|0|0|0
1426083147|110100|1|0|0|0|0|0
1472832719|510000|3|0|0|0|0|0
1433400115|310000|1|1|0|0|0|0
1457425679|340000|2|0|0|0|0|0
1475985231|120000|1|0|0|0|0|0
1497856491|620000|3|0|0|0|0|0
1476959940|440000|1|0|0|0|0|0
1427253278|110100|1|0|0|0|0|0
1497436239|640000|3|0|0|0|0|0
1414066401|650000|3|0|0|0|0|0
1493892423|130000|1|0|0|0|0|0
1486350964|0|0|0|0|0|0|0
1442467804|110100|1|1|0|0|0|0
1438847572|520000|3|0|0|0|0|0
1427462389|420000|2|0|0|0|0|0
1428061140|370000|1|0|0|0|0|0
1442489888|610000|3|0|0|1|0|0
1460085541|610000|3|0|1|0|1|0
1515196209|370000|1|0|0|0|0|0
1424965222|330000|1|0|0|0|0|0
1464312444|530000|3|0|0|0|0|0
1435026381|440000|1|0|0|0|0|0
1416039855|330000|1|1|0|0|0|0
1512388163|320000|1|0|0|0|0|0
1426209332|530000|3|1|0|0|0|0
1439245468|440000|1|0|0|0|0|0
1429076497|110100|1|1|0|0|0|0
1449716575|610000|3|0|0|0|1|0
1450516378|500000|3|0|0|1|1|0
1497929005|350000|1|0|0|0|0|0
1414454531|420000|2|0|0|0|0|0
1435842639|610000|3|1|0|0|0|0
1441624863|610000|3|0|1|0|0|0
1511860737|530000|3|0|0|0|0|0
1517321050|370000|1|0|0|0|0|0
1476265796|620000|3|0|0|0|0|0
1425633182|430000|2|0|0|0|0|0
1431992459|330000|1|0|0|0|0|0
1440588052|610000|3|0|0|0|0|0
1441791046|130000|1|0|0|1|0|0
1439635259|320000|1|0|1|0|0|0
1440469920|310000|1|0|1|0|0|0
1459500827|530000|3|0|0|1|0|1
1494590665|610000|3|0|0|0|0|0
1471173218|110100|1|0|0|0|0|0
1421766721|500000|3|0|0|0|0|0
1429170783|330000|1|0|0|0|0|1
1440504333|420000|2|0|1|0|0|0
1494899856|610000|3|0|0|0|0|0
1411459303|450000|1|0|0|0|0|0
1438936917|420000|2|0|0|0|1|0
1456810349|370000|1|0|1|0|0|1
1484193066|0|0|0|0|0|0|0
1458533806|440000|1|0|0|1|0|0
1407996790|330000|1|0|0|0|0|0
1421050187|370000|1|0|0|0|0|0
1432029757|360000|2|0|0|0|0|0
1430460425|450000|1|0|0|0|0|0
1436529463|370000|1|0|0|0|0|0
1436856037|610000|3|0|0|0|0|0
1439904381|430000|2|1|0|0|0|0
1458546461|370000|1|0|1|0|0|1
1444377275|130000|1|0|1|1|0|0
1459912213|370000|1|1|1|0|0|0
1460428391|370000|1|0|0|0|0|0
1448869533|650000|3|0|1|0|1|0
1481171802|370000|1|0|0|0|0|0
1440743858|130000|1|1|0|0|0|0
1451020921|230000|2|0|1|1|0|0
1451374789|130000|1|0|0|1|1|0
1446568387|340000|2|1|0|0|0|0
1459922362|340000|2|0|1|0|0|0
1464231046|430000|2|0|0|0|0|0
1388662201|620000|3|0|0|0|0|0
1492410897|370000|1|0|0|0|0|0
1461838938|410000|2|1|0|0|0|0
1418635683|110100|1|0|1|0|0|0
1418479509|330000|1|0|0|0|0|0
1456108544|430000|2|0|0|1|1|0
1493881664|130000|1|0|0|0|0|0
1457495338|370000|1|0|1|0|0|0
1449640121|610000|3|0|1|0|1|0
1493361779|350000|1|0|0|0|0|0
1441600129|440000|1|1|0|0|0|0
1492510407|420000|2|0|0|0|0|0
1513158391|330000|1|0|0|0|0|0
1457395374|230000|2|0|0|1|0|0
1460699413|610000|3|1|0|1|0|0
1454390837|650000|3|0|1|0|1|0
1443199367|230000|2|0|1|0|0|0
1430212010|110100|1|0|0|0|0|0
1413552155|420000|2|0|0|0|0|0
1457579375|420000|2|0|1|1|0|0
1408954645|330000|1|0|0|0|0|0
1416820186|420000|2|0|0|0|0|0
1417772862|450000|1|0|0|0|0|0
1453265012|340000|2|1|0|0|0|0
1437462481|110100|1|1|0|0|0|0
1437481654|110100|1|1|0|0|0|0
1503549426|640000|3|0|0|0|0|0
1438250337|370000|1|0|0|0|0|0
1431999338|450000|1|0|0|0|0|0
1429228114|430000|2|1|0|0|0|0
1430376476|510000|3|0|0|1|0|0
1432621678|540000|3|0|0|1|0|0
1429076284|370000|1|0|0|0|0|0
1488191582|350000|1|1|0|0|0|0
1419519465|650000|3|0|0|0|0|0
1426649173|440000|1|0|0|0|0|0
1421663315|310000|1|1|0|0|0|0
1453796782|420000|2|0|0|1|0|0
1458822498|500000|3|0|1|0|1|0
1492266169|330000|1|0|0|0|0|0
1418102649|620000|3|0|0|0|0|0
1452500835|430000|2|1|0|0|0|0
1435917930|110100|1|0|0|1|0|0
1440051256|610000|3|0|0|0|0|0
1444454991|610000|3|0|1|0|1|0
1449819287|610000|3|0|0|0|1|1
1420727678|370000|1|1|0|0|0|0
1445049560|440000|1|0|0|1|0|0
1458879201|500000|3|0|1|0|1|0
1449718447|650000|3|0|1|0|1|0
1448339377|610000|3|0|0|1|0|0
1429676217|420000|2|0|0|0|0|0
1431911332|410000|2|0|0|0|0|0
1437706086|110100|1|0|0|0|0|0
1460554310|370000|1|0|1|0|0|1
1444454658|650000|3|0|1|0|1|0
1389612659|110100|1|0|0|0|0|0
1506428649|530000|3|0|0|0|0|0
1509972178|140000|2|0|0|0|0|0
1517275786|420000|2|0|0|0|0|0
1474534572|350000|1|0|0|0|0|0
1436271726|410000|2|1|0|0|0|0
1450892462|610000|3|0|1|0|1|0
1480591910|220000|2|0|0|0|0|0
1489454945|650000|3|0|0|0|0|0
1449651692|110100|1|0|0|0|0|1
1442295921|110100|1|0|1|1|0|0
1461769494|610000|3|1|0|0|0|0
1516963611|530000|3|0|0|0|0|0
1430837865|370000|1|0|0|0|0|0
1507687772|350000|1|0|0|0|0|0
1489564986|230000|2|0|0|0|0|0
1433930953|330000|1|0|0|0|0|0
1434719493|110100|1|1|0|0|0|0
1462493656|210000|1|0|0|0|0|0
1444632055|610000|3|0|1|0|1|0
1438940180|370000|1|0|0|0|0|0
1439265119|360000|2|0|0|0|0|0
1454470227|610000|3|1|0|1|0|0
1424929233|130000|1|1|0|0|0|0
1433826227|420000|2|0|0|0|0|0
1457575821|610000|3|0|0|0|1|1
1483714526|0|0|0|0|0|0|0
1437664696|440000|1|0|0|0|0|0
1454470320|640000|3|0|1|0|1|0
1456730619|440000|1|1|0|0|0|0
1409014018|450000|1|0|0|0|0|0
1428392376|340000|2|0|0|1|0|0
1445521797|610000|3|1|0|1|0|0
1456382387|370000|1|1|0|0|0|0
1460039322|650000|3|1|0|0|0|0
1463746101|450000|1|1|0|0|0|0
1468498254|510000|3|0|0|0|0|0
1494389140|320000|1|0|0|0|0|0
1481174798|370000|1|0|0|0|0|0
1461668112|500000|3|0|0|1|0|0
1463391123|610000|3|1|0|1|0|0
1490170731|530000|3|0|0|0|0|0
1430746255|320000|1|0|0|0|0|0
1451355775|610000|3|0|1|0|0|1
1409070416|320000|1|0|0|0|0|0
1425296362|130000|1|0|0|0|0|0
1440811355|110100|1|0|0|0|0|0
1500506600|370000|1|0|0|0|0|0
1492744903|530000|3|0|0|0|0|0
1498896467|650000|3|0|0|0|0|0
1476442265|420000|2|0|0|0|0|0
1473484780|320000|1|0|0|0|0|0
1493797528|330000|1|0|0|0|0|0
1508848456|420000|2|0|0|0|0|0
1446023953|640000|3|0|1|0|1|0
1490693075|340000|2|0|0|0|0|0
1493012694|370000|1|0|0|0|0|0
1407997629|110100|1|0|0|0|0|0
1471686073|340000|2|0|0|0|0|0
1422656792|110100|1|0|0|1|0|0
1426242958|650000|3|0|0|0|0|0
1426480960|350000|1|1|0|0|0|0
1440061436|420000|2|0|0|0|0|0
1451051157|640000|3|0|0|0|0|0
1407461837|510000|3|0|0|1|0|0
1472481002|410000|2|0|1|1|0|1
1434442025|370000|1|0|0|0|0|0
1413377846|420000|2|0|0|0|0|0
1440752122|530000|3|1|0|0|0|0
1446435178|420000|2|0|0|1|0|0
1447909350|220000|2|0|1|1|0|0
1497488171|370000|1|0|0|0|0|0
1454509157|640000|3|1|0|0|0|0
1468311798|510000|3|0|0|0|0|0
1445855499|610000|3|0|1|1|0|0
1432653125|310000|1|1|0|0|0|0
1439971709|360000|2|1|0|0|0|0
1476775084|360000|2|0|0|0|0|0
1497693760|530000|3|0|0|0|0|0
1441069126|440000|1|0|1|1|0|0
1468223003|610000|3|0|1|0|0|0
1442902221|450000|1|0|1|0|0|0
1426233581|650000|3|1|0|0|0|0
1458644097|230000|2|0|0|1|0|0
1487319750|0|0|0|0|0|0|0
1459937181|230000|2|0|1|1|0|0
1433749616|330000|1|1|0|0|0|0
1452501505|650000|3|0|0|0|1|0
1481178774|0|0|0|0|0|0|0
1503031555|530000|3|0|0|0|0|0
1448859558|110100|1|0|1|1|0|0
1487151970|140000|2|0|0|0|0|0
1438337828|450000|1|0|0|0|0|0
1502197418|440000|1|0|0|0|0|0
1510411726|230000|2|0|0|0|0|0
1444964289|610000|3|1|1|0|0|0
1448341722|610000|3|0|0|0|1|1
1466591730|230000|2|1|0|1|0|0
1418859853|640000|3|0|0|0|0|0
1457342487|340000|2|1|1|0|0|0
1460701755|370000|1|1|0|0|0|1
1466346691|640000|3|0|0|0|1|1
1416435940|440000|1|0|0|0|0|0
1491884948|440000|1|0|0|0|0|0
1457495137|110100|1|0|0|1|0|0
1510829806|230000|2|0|0|0|0|0
1481185827|370000|1|0|0|0|0|0
1457346062|330000|1|1|0|0|0|0
1470539874|510000|3|0|0|0|0|0
1510407815|230000|2|0|0|0|0|0
1417787372|450000|1|0|0|0|0|0
1441155439|640000|3|0|1|0|0|0
1446138937|530000|3|0|0|0|0|1
1471402535|430000|2|0|0|0|0|0
1481240345|370000|1|0|0|0|0|0
1498182182|350000|1|0|0|0|0|0
1503458145|350000|1|0|0|0|0|0
1459147983|610000|3|1|0|1|0|0
1451026541|350000|1|1|0|0|1|0
1482498422|0|0|0|0|0|0|0
1502849364|130000|1|0|0|0|0|0
1438757017|220000|2|0|0|0|0|0
1440765877|110100|1|0|0|0|0|0
1461752017|230000|2|0|0|0|0|1
1434378070|440000|1|0|0|0|0|0
1440212888|440000|1|0|1|0|0|0
1440553886|330000|1|0|0|0|0|0
1442243034|650000|3|0|1|0|0|0
1448868107|610000|3|1|0|1|0|0
1447759287|610000|3|1|0|1|0|0
1431691226|530000|3|1|0|0|0|0
1445846747|610000|3|0|1|0|1|0
1465298881|610000|3|0|0|1|0|1
1494401917|370000|1|0|0|0|0|0
1499136557|500000|3|0|0|0|0|0
1442301548|610000|3|1|1|0|0|0
1472013631|510000|3|0|0|0|0|0
1448280242|610000|3|0|1|0|1|0
1456463953|430000|2|1|0|0|0|0
1456470224|450000|1|0|0|1|1|0
1428642092|420000|2|0|0|0|0|0
1470639544|220000|2|0|0|0|0|0
1444360313|230000|2|0|1|0|0|0
1447316338|510000|3|0|0|0|1|0
1445844333|640000|3|0|1|0|1|0
1449640016|610000|3|0|1|0|0|1
1471322682|510000|3|0|0|0|0|0
1481267562|0|0|0|0|0|0|0
1473075925|140000|2|0|0|0|0|0
1407386393|500000|3|0|0|0|0|0
1450838083|650000|3|0|1|0|1|0
1510411606|230000|2|0|0|0|0|0
1446629848|610000|3|1|0|1|0|0
1442556828|230000|2|0|1|1|0|0
1445409722|610000|3|1|0|1|0|0
1420789156|110100|1|0|0|0|0|0
1414417660|420000|2|0|0|0|0|0
1498184011|430000|2|0|0|0|0|0
1418956003|360000|2|0|0|0|0|0
1450747198|610000|3|0|1|0|1|0
1486654130|420000|2|0|0|0|0|0
1451556167|420000|2|0|0|1|0|0
1418740881|450000|1|0|0|0|0|0
1441774019|320000|1|0|0|1|0|0
1472806729|610000|3|0|0|0|0|0
1422111721|450000|1|0|0|0|0|0
1446706788|230000|2|0|1|1|0|0
1456062889|530000|3|1|0|0|0|0
