time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,var
201408,0.022298456260720412,0.026586620926243566,0.5334476843910806,0.02144082332761578,0.015437392795883362,0.024871355060034305,0.0274442538593482,0.029159519725557463,0.01972555746140652,0.02830188679245283,0.0274442538593482,0.02058319039451115,0.030017152658662092,0.024013722126929673,0.024013722126929673,0.02144082332761578,0.030017152658662092,0.018867924528301886,0.030874785591766724,0.024013722126929673,0.0006483118869612386
201411,0.022108843537414966,0.3486394557823129,0.04931972789115646,0.0,0.0,0.003401360544217687,0.0017006802721088435,0.0,0.04251700680272109,0.0,0.0,0.0,0.4710884353741497,0.003401360544217687,0.0017006802721088435,0.00510204081632653,0.0,0.0,0.0,0.05102040816326531,0.0007917388222743446
201412,0.01694915254237288,0.015065913370998116,0.060263653483992465,0.0018832391713747645,0.0018832391713747645,0.12429378531073447,0.003766478342749529,0.0,0.2806026365348399,0.0,0.009416195856873822,0.0,0.009416195856873822,0.009416195856873822,0.0018832391713747645,0.02071563088512241,0.0,0.0018832391713747645,0.0,0.4425612052730697,0.0006445175601926284
201501,0.07202216066481995,0.004155124653739612,0.10249307479224377,0.002770083102493075,0.002770083102493075,0.01662049861495845,0.019390581717451522,0.0013850415512465374,0.46398891966759004,0.0,0.036011080332409975,0.002770083102493075,0.013850415512465374,0.04847645429362881,0.004155124653739612,0.06786703601108034,0.0013850415512465374,0.04709141274238227,0.0,0.09279778393351801,0.0005288550659727256
201502,0.002188183807439825,0.005470459518599562,0.037199124726477024,0.006564551422319475,0.006564551422319475,0.7045951859956237,0.1400437636761488,0.0010940919037199124,0.002188183807439825,0.00437636761487965,0.037199124726477024,0.0032822757111597373,0.02188183807439825,0.007658643326039387,0.006564551422319475,0.00437636761487965,0.0,0.00437636761487965,0.0,0.00437636761487965,0.0012358658270102472
201504,0.020430481184876295,0.011683436267618611,0.038633790877547695,0.0647048602884266,0.018335992249653814,0.016444739294571072,0.025017506726268512,0.021363471228419337,0.010061760571166816,0.023093083131940167,0.04762092804077356,0.013035534705439458,0.017763667093146317,0.1149599582997678,0.18361738983925405,0.012728574662896798,0.003106456691255061,0.3026810300799781,0.002969561989606533,0.051747776777393416,0.000270302958290205
201505,0.0073964497041420114,0.022566423018911708,0.02552500290056851,0.07028077503190625,0.0029585798816568047,0.035328924469195964,0.0014792899408284023,0.017200371272769462,0.01572108133194106,0.02552500290056851,0.012762501450284255,0.21864485439146072,0.0014792899408284023,0.020158951154426268,0.021087133078083305,0.3248926789650772,0.012762501450284255,0.13574660633484165,0.02404571295974011,0.004437869822485207,0.00034782454835882357
201507,0.0,0.0,0.003978779840848806,0.13395225464190982,0.003978779840848806,0.006631299734748011,0.003978779840848806,0.005305039787798408,0.003978779840848806,0.05702917771883289,0.003978779840848806,0.003978779840848806,0.0,0.0,0.014588859416445624,0.002652519893899204,0.7122015915119363,0.022546419098143235,0.014588859416445624,0.006631299734748011,0.0012620493761967906
201508,0.021845725470295996,0.009374477981884106,0.012987494577801116,0.006567459250905423,0.04804907459954813,0.014582357484914404,0.03274655066809703,0.0943726540020561,0.02325868769265657,0.04560550220228385,0.01859587798001574,0.09597614919834128,0.021657022292114355,0.04244736788267481,0.0407164559594108,0.01348299792523087,0.1575412243560091,0.0361525001804284,0.24544429774265733,0.018596122552674607,0.00017442173389198984
201509,0.007232813616495922,0.011053314763527475,0.001971075495812711,0.030173988928593676,0.08399856720675196,0.009273000521767192,0.016047343876261118,0.12014564611917333,0.019530013526849306,0.08658142333618399,0.011385095571231638,0.0463056317646111,0.02535017005256247,0.0249792547919447,0.029844164645052896,0.012064290075406695,0.07721480097468121,0.044770951005160736,0.32372818515843305,0.01835026856949876,0.00025915981844868775
201510,0.018183264539185885,0.010774845275814203,0.012740700662104008,0.023298044812119244,0.0869941195846152,0.023227789897717344,0.09826983567509971,0.060713969350446616,0.014219765951846442,0.10055133583412144,0.018763842189301574,0.057750718541758325,0.02727653974944817,0.01786205606222521,0.04410730843859,0.03794740444028569,0.15491294509092796,0.05545571710736196,0.12196047170307592,0.01498932509395505,8.743006080815258e-05
201511,0.006038173717030052,0.03489618493752509,0.030794855254873278,0.06686339220686703,0.038641828238824026,0.04740490382062574,0.04526360952967343,0.07080734253039335,0.00758490183220273,0.05684531187732496,0.0183107340246373,0.14343170661681026,0.05481326722291764,0.026185013333499207,0.09775616455075871,0.05297777792125262,0.08531786143244799,0.06854058037952823,0.01830131549872118,0.02922507507408716,5.4979054743267655e-05
201512,0.0075033517872842015,0.017701512341365293,0.04075330305349159,0.09994564955465082,0.0733644316113452,0.049748095963495616,0.06138836309485288,0.06379398843751691,0.02664988332629463,0.04900947263476525,0.020999690096808923,0.04130564836609961,0.11807327155327055,0.1205508650644767,0.06967765283386819,0.028144124119195185,0.006793939491736734,0.06144813253896264,0.018298299789338734,0.0248503243411803,5.755154256700195e-05
201601,0.02726891609647086,0.20392751444723178,0.03606595749220998,0.06542421288236673,0.004126773847371638,0.03215526896300797,0.03849629584431034,0.06046384399631953,0.022184280056174115,0.019287359833198923,0.0792502031988495,0.008258231890096465,0.10042363028650397,0.06724808763529974,0.07438204884562834,0.033104178604145364,0.0004572473708276178,0.10033519199896358,0.006419633380417695,0.020721123330605863,0.00011338578792442595
201602,0.017279057372013597,0.027341086082417542,0.12519105593573343,0.01504073151569284,0.008728080133194949,0.0875022706990284,0.07805048786165521,0.010245778708618942,0.05602292140377556,0.023827651235105766,0.01257226263186988,0.034548552369175346,0.07892172146240589,0.060524038470871185,0.14383965890230102,0.07110294420933089,0.0,0.10534898955427273,0.002835383188197624,0.04107732826433925,9.04312227349457e-05
201603,0.05260754208592134,0.08298472292408837,0.107695251298453,0.012077499423660851,0.002825281241859145,0.09600820256994481,0.02529412795281156,0.001606425702811245,0.09576108016083303,0.002918618013994025,0.04486604062840842,0.0009923799397483608,0.14740995642645247,0.013642111634209543,0.009318582616797343,0.07524540332123175,0.0,0.038693229855561714,0.0005899807994414383,0.18946356340377157,0.00015136104188766811
201604,0.008029977008541935,0.15602592218637412,0.22353489716084593,0.0074158681149849364,0.0007501530924678506,0.21458925279982208,0.0037831882565558983,0.0007331378299120235,0.12968255839059237,0.0006226650062266501,0.008901667128298575,0.0,0.05800588412093903,0.042643377524864634,0.004642582858457724,0.018779108167760874,0.0,0.024934933040467698,0.0,0.0969248273128877,0.00027096339347054585
201605,0.005809716315715133,0.03403567229548048,0.331729637500695,0.04310915109739653,0.0010245901639344263,0.1842374381315442,0.00037764350453172205,0.00037764350453172205,0.048025733659259766,0.0,0.0008209059158792398,0.0,0.0756947583090891,0.004090361252169441,0.0025694773913360826,0.09382271168471813,0.0,0.014737805728129823,0.0,0.15953675354558922,0.0003672946165332336
201606,0.0004246284501061571,0.01571089761341769,0.6702396483482056,0.0007722007722007722,0.0,0.21355455814054541,0.004918752744839701,0.0,0.028892350922259537,0.0,0.0,0.0,0.021272141128136697,0.006295578325486937,0.0,0.007431683283247947,0.0,0.0067447045707915276,0.0,0.023742855700762094,0.0011765523393308076
201608,0.0,0.0,0.998220640569395,0.0,0.0,0.0017793594306049821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00249065161415462
201609,0.0633245382585752,0.06068601583113457,0.044854881266490766,0.05013192612137203,0.04221635883905013,0.05013192612137203,0.047493403693931395,0.044854881266490766,0.05804749340369393,0.044854881266490766,0.052770448548812667,0.0316622691292876,0.047493403693931395,0.052770448548812667,0.06068601583113457,0.036939313984168866,0.047493403693931395,0.06596306068601583,0.05013192612137203,0.047493403693931395,3.7181511362941026e-06
