title|url|brief|tags|ft_v|sc_v|th_v|doc|len_doc|ST|ET|yg|addr|label
拒绝惨假米，为五常大米正名|http://www.zhongchou.com/deal-show/id-318514|五常大米年产量约103万吨，而市面上卖的五常大米却达1000万吨，90%的五常大米都是惨假的。赵树清树人大米，专注五常大米种植65年，为五常大米正名！|黑龙江#哈尔滨#生态养殖#果蔬种植#安全食品|7038|27|141|2016-01-2212:00:01--感谢大家的支持，项目已成功结束。共完成7038元的筹资额，达成预定目标的141%，获得27人支持。我们会尽快实施项目，期待大家的后续关注。#2016-01-1822:00:01--截止2016-01-1822时，筹款超过100%，共5276元，获得18人次支持。感谢大家的支持，期待你们的继续关注。#2016-01-0800:00:01--2016-01-0800时，筹资已经超过50%了，离成功越来越近啦~#2015-12-2514:00:01--感谢韩XX支持了￥88~#2015-12-2512:00:01--新项目“拒绝惨假米，为五常大米正名”上线了。我们的项目必须在2016年01月22日之前，筹集到5000才可成功，希望您能给予支持，持续关注我们的项目##¥18-4人-公益支持获得价值25.6元的树人大米礼品装2斤黑龙江五常龙凤山当地优速快递，全国包邮预计回报发送时间：项目成功结束后3天内#¥88-11人-温情支持获得价值128元的树人大米礼品装10斤黑龙江五常龙凤山当地优速快递，全国包邮预计回报发送时间：项目成功结束后3天内#¥168-7人-感恩支持获得价值258元的树人大米礼品装20斤黑龙江五常龙凤山当地优速快递，全国包邮预计回报发送时间：项目成功结束后3天内#¥818-2人-黄金支持获得价值1280元的树人大米礼品装100斤获得www.ishu.ren官网后台“米缸”服务，可分3次快递到全国，送礼或自食均可。黑龙江五常龙凤山当地优速快递，全国包邮预计回报发送时间：项目成功结束后3天内#¥1,588-2人-土壕支持获得价值2560元的树人大米礼品装200斤获得www.ishu.ren官网后台“米缸”服务，可分6次快递到全国，送礼或自食均可。黑龙江五常龙凤山当地优速快递，全国包邮预计回报发送时间：项目成功结束后7天内|794|2015-12-25 13:22:01|2016-01-21 21:08:39|农业|黑龙江#哈尔滨|生态养殖#果蔬种植#安全食品
柠檬众枣（第④季）----纯正新疆和田大红枣-来自于西域的臻品|http://www.zhongchou.com/deal-show/id-323458|本次众筹需要您的支持来改善新疆枣农的生活现状，让美丽的新疆更加美好|河北#廊坊#休闲零食#生态养殖#新疆大枣#和田玉枣#枣|5031|27|101|2016-01-2816:00:01--感谢大家的支持，项目已成功结束。共完成5031元的筹资额，达成预定目标的101%，获得27人支持。我们会尽快实施项目，期待大家的后续关注。#2016-01-2010:00:01--截止2016-01-2010时，筹款超过100%，共5031元，获得27人次支持。感谢大家的支持，期待你们的继续关注。#2016-01-1818:00:01--2016-01-1818时，马上就要成功啦~快快来支持吧！#2016-01-1108:00:02--2016-01-1108时，筹资已经超过50%了，离成功越来越近啦~#2015-12-2916:00:02--感谢李俊廊坊支持了￥10~#2015-12-2916:00:02--新项目“柠檬众枣（第④季）----纯正新疆和田大红枣-来自于西域的臻品”上线了。我们的项目必须在2016年01月28日之前，筹集到5000才可成功，希望您能给予支持，持续关注我们的项目##¥30-4人-将获得1斤新疆和田红枣（海外、香港、澳门、台湾、西藏等地区无法配送）将获得1斤新疆和田红枣（海外、香港、澳门、台湾、西藏等地区无法配送）预计回报发送时间：项目成功结束后10天内#¥55-0人-将获得2斤新疆和田红枣（海外、香港、澳门、台湾、西藏等地区无法配送）将获得2斤新疆和田红枣（海外、香港、澳门、台湾、西藏等地区无法配送）预计回报发送时间：项目成功结束后10天内#¥100-7人-将获得4斤新疆和田红枣（海外、香港、澳门、台湾、西藏等地区无法配送）将获得4斤新疆和田红枣（海外、香港、澳门、台湾、西藏等地区无法配送）预计回报发送时间：项目成功结束后10天内#¥200-7人-将获得10斤新疆和田红枣（海外、香港、澳门、台湾、西藏等地区无法配送）将获得10斤新疆和田红枣（海外、香港、澳门、台湾、西藏等地区无法配送）预计回报发送时间：项目成功结束后10天内#¥400-7人-将获得20斤新疆和田红枣（海外、香港、澳门、台湾、西藏等地区无法配送）将获得20斤新疆和田红枣（海外、香港、澳门、台湾、西藏等地区无法配送）预计回报发送时间：项目成功结束后10天内|909|2015-12-29 15:39:49|2016-01-20 09:45:58|农业|河北#廊坊|休闲零食#生态养殖#新疆大枣#和田玉枣#枣
临潼石榴---超大个无公害绿色产品现货众筹|http://www.zhongchou.com/deal-show/id-300814|临潼石榴全国之冠。石榴含有多种氨基酸和微量元素，有助消化抗胃溃疡、软化血管和降血脂血糖胆固醇等功能，同时可预防冠心病高血压，对饮酒过量者解酒有奇效。|陕西#西安#休闲零食#果蔬种植#石榴#软化血管#降血脂血糖|2053|27|103|2015-12-2015:00:01--感谢大家的支持，项目已成功结束。共完成2053元的筹资额，达成预定目标的103%，获得27人支持。我们会尽快实施项目，期待大家的后续关注。#2015-12-1617:00:01--截止2015-12-1617时，筹款超过100%，共2014元，获得26人次支持。感谢大家的支持，期待你们的继续关注。#2015-11-3016:00:01--感谢用户31FH支持了￥79~#2015-11-3015:00:01--新项目“临潼石榴---超大个无公害绿色产品现货众筹”上线了。我们的项目必须在2015年12月20日之前，筹集到2000才可成功，希望您能给予支持，持续关注我们的项目##¥39-2人-临潼大个石榴四个临潼大个石榴四个，最小的重量不低于8两，平均重量不低于9两，总净重不低于3.6斤（非礼盒装）预计回报发送时间：项目成功结束后立即发货#¥79-25人-临潼大个石榴9个临潼大个石榴9个，最小的重量不低于8两，平均重量不低于9两，总净量不低于8.5斤（礼盒装、带塑料手提带）预计回报发送时间：项目成功结束后立即发货|480|2015-11-30 15:46:21|2015-12-19 10:36:54|农业|陕西#西安|休闲零食#果蔬种植#石榴#软化血管#降血脂血糖
一杯清茶一颗悲悯之心只因我们与老人终将站在生命两端和解|http://www.zhongchou.com/deal-show/id-268939|此次众筹所有款项用于养老院内部简单修缮和老人们冬日衣物的购置，众筹也得到院长和四合乡领导的支持与关注，关爱老人就是关爱明天的自己|安徽#宣城#茶酒饮品#云雾野茶#无农药#天然野生|1837|26|184|2016-01-0214:00:01--感谢大家的支持，项目已成功结束。共完成1837元的筹资额，达成预定目标的184%，获得26人支持。我们会尽快实施项目，期待大家的后续关注。#2015-11-2120:00:02--截止2015-11-2120时，筹款超过100%，共1134元，获得19人次支持。感谢大家的支持，期待你们的继续关注。#2015-11-2111:00:01--2015-11-2111时，马上就要成功啦~快快来支持吧！#2015-11-1601:00:01--2015-11-1601时，筹资已经超过50%了，离成功越来越近啦~#2015-11-0401:00:01--感谢用户KYFM7996支持了￥1~#2015-11-0315:00:01--新项目“一杯清茶一颗悲悯之心只因我们与老人终将站在生命两端和解”上线了。我们的项目必须在2016年01月02日之前，筹集到1000才可成功，希望您能给予支持，持续关注我们的项目#贫困地区的养老院只能保证”活着“#部分贫困地区的养老院苍蝇蚊子乱飞，天花板上的吊灯肯能是唯一电器，不能自理的老人再加上人手不够的护工，还没进养老院的大门就可以闻到一股来不起清扫的腥臊气息。“我接触的贫困地区养老院，只能用两个字来形容—活着。”中国社会科学院人口与劳动经济所副研究员王桥在2014年走访调研了全国多地的民办养老院后发现，在经济落后的乡镇，养老院的功能已经降到最低：保证一日三餐，不磕着碰着，难以有精神方面的需求。##我---一个从小生活在山里的“野孩子“#我叫邱婷婷，是四合乡土生土长的女娃，毕业后去城市创业，2015年9月回到家乡，做起家乡土特产生意，在一次养老院活动中结识现在的院长，院长带我”参观“了养老院，我看到老人们的生活，院里总共老人80位，都是靠着政府的补贴和社会人士的救助过日，他们甚至几年都没有添置过一件新的衣物，这其中有智障老人，有残疾人，更多是孤寡老人，无儿无女。当我们正过着幸福而又富足的生活时，是否会想起依然有许多孤寡老人孤独而又无助地生活在各个角落里呢？#老年人在社会中归属于弱势群体，由于种种原因，生活能力与体能处于下降趋势，需要社会，需要家庭成员适当的照顾才得以生活，特别是那些孤寡、病残老人更是如此。...##这是一个养老院一个收留所更是一个救助站#四合乡养老院成立已经有30年时间，这三十年，养老院基本没有变化，门卫的大爷都是院里老人张大伯，厨房的阿姨是李阿姨，这块草坪是老人们唯一的活动区域##养老院的老人的日常#当我们去关心他们，但有些老人还是会害怕，会不愿意。他们的眼神是那么的迷茫，表情是那么的无助，犹如在生死边缘徘徊的人。##自己自足是他们生活必须#当我用相机给这位大爷拍照时，他嘴里嘀咕着说，是给我们拍留相啊（留相就是指拍后事照片的意思），当时我突然不知该如何回答，大爷这是给您拍生活照呢。在这里的大多数都是无儿无女的孤寡老人，他们每个月的开销都是政府补贴到院里，院里就当他们的伙食费用计算在开支里，还有残疾人，聋哑人，半语的老人，心里我竟然有说不出的酸楚。##养老院的所有事务都是院长一手操持###我们的距离只在于给您送上一杯野茶，不是所有的茶都叫野茶#野山茶是所有安徽的绿茶中，最实惠的浓香茶，口感好，香气飘逸，干爽醇厚，汤色明亮清澈。##不要怪我丑，毕竟我是野茶---我们野在哪里？#只要您是个茶客，不在乎外形，外形好的就不是野茶啦，野茶就是野味十足，不太好看但好喝，浓浓的，香香的.#产于高山，海拔800米，位于高山活水源头，常年位于山尖，不打农药，更无工业污染，山间只是云雾缭绕，茶叶呼吸着新鲜空气，新鲜健康，且性价比高，我们做真正的茶叶，自然而生####一大早阿婆上山采茶看到她佝偻的背影，深感到采茶人的辛苦####采摘过程####野孩子的我更希望通过此次众筹，为院内老人冬日添置一件新衣。#每位爱心人士，每次看望，都是对院里老人最大的慰藉，愿他们此生安稳度过，不再失孤#这是老人的衣物，虽然有些破旧，他们仍然不丢弃，至少，还可以再穿到明年，明年？这是每个老人的心愿。#现在天气日渐变冷，养老院老人冬日显少有保暖衣物，此次众筹是得到了院长的支持和鼓励，也得到四合乡政府的关注，我没有华丽的辞藻，您的支持我们的回报，愿老人此生快乐安度晚年。感恩#¥1-11人／限100人-从100名支持中抽取5位，得到院长亲自颁发的爱心卡一枚爱心卡一枚，并计入院里爱心人士名单，以此保存预计回报发送时间：项目成功结束后30天内#¥59-3人／限200人-回报支持者一级野茶一斤，精美爱心卡一张回报支持者一级野茶250g，精美爱心卡一张预计回报发送时间：项目成功结束后30天内#¥159-7人／限200人-竹筒包装特级野茶2斤，并享受来年2斤免费特级野茶的品尝竹筒包装特级野茶2斤，老人种的时令蔬菜一份（随机寄出），并享受来年2斤特级野茶免费配送，获爱心人士精美卡预计回报发送时间：项目成功结束后30天内#¥359-1人／限200人-野茶高档礼盒包装特级精品5斤，来年野茶高档礼盒包装5斤（特级精品）野茶高档礼盒包装特级精品5斤，来年野茶高档礼盒包装5斤（特级精品），并将支持者名字纳入荣誉志愿者名单内，得到时令蔬菜5份（样品随机）预计回报发送时间：项目成功结束后30天内|2186|2015-11-04 00:33:07|2016-01-01 00:58:43|农业|安徽#宣城|茶酒饮品#云雾野茶#无农药#天然野生
玉米君：众筹鲜玉米！持续新鲜送到家！|http://www.zhongchou.com/deal-show/id-390790|我们把抽雄后最佳采摘期22至25天的有机鲜嫩玉米送给您品尝！非冷藏！拒食街头添加玉米香精的玉米！|安徽#宿州#果蔬种植#鲜嫩玉米#无公害有机#有机蔬菜|1196|26|120|2016-08-2516:26:33-砀山梨膏-我们接到众筹网客服的邮件，知悉有支持的朋友还没有收到货。做一下说明，玉米我们是都有发出的，但是有二十几件是快递小哥联系不到您无奈被退回的。我们马上着手核查漏发的，如有查实肯定会给您发出！我们非常感谢大家的支持！感谢大家对众筹网平台的信赖！我们也感谢众筹网平台给我们这样的机会！让我们庄稼有新的模式销售！当然我们肯定有做的不好的地方，导致大家对众筹网有些许疑问。我们会认真反思并且改正！希望下次可以做到大家百分百满意！谢谢大家支持！#2016-06-0512:00:01--感谢大家的支持，项目已成功结束。共完成1196元的筹资额，达成预定目标的120%，获得26人支持。我们会尽快实施项目，期待大家的后续关注。#2016-05-2914:00:38-砀山梨膏-二期鲜嫩玉米众筹成功，特别开心，感谢大家的支持！！！还有几天时间众筹就结束了！需要的朋友们可以继续支持一下我们的项目！绝对超值的价格！！！绝对好吃的玉米！！！#2016-05-2815:00:01--截止2016-05-2815时，筹款超过100%，共1033元，获得21人次支持。感谢大家的支持，期待你们的继续关注。#2016-04-2914:42:32-砀山梨膏-谢谢支持#2016-04-1411:50:45-砀山梨膏-第二期“玉米君：众筹鲜玉米！持续新鲜送到家！”上线了。我们的项目必须在2016年06月05日之前，筹集到1000才可成功，希望您能给予支持，持续关注我们的项目。一期众筹2万多，已经成功！感谢大家的支持与信赖！#2016-04-0909:24:04-砀山梨膏-内蒙新疆等偏远地区勿拍，拍下的根据快递费用加适当加运费~#2016-04-0614:00:01--感谢网信用户_2073280883支持了￥15~#2016-04-0612:00:01--新项目“玉米君：众筹鲜玉米！持续新鲜送到家！”上线了。我们的项目必须在2016年06月05日之前，筹集到1000才可成功，希望您能给予支持，持续关注我们的项目#关于我们#我们把抽雄后最佳采摘期22至25天的有机鲜嫩玉米送给您品尝！非冷藏！拒食街头添加玉米香精的玉米！#关于玉鲜嫩米发货时间#众筹鲜玉米模式等于提前私人订制种植！我们会根据所有订单量来量身种植鲜玉米！是提前下单，收获后发货。所以我们会在约定的时间内准时准确发货！请亲们放心！#¥15-9人-超值回报鲜玉米7斤超值回报7斤鲜玉米，真空包装邮到家！预计回报发送时间：项目成功结束后10天内#¥30-2人-超值回报鲜玉米14斤，送鲜毛豆1斤支持30元超值回报鲜玉米14斤，送鲜毛豆1斤。真空包装新鲜发货。每7天发一次（分二次发）.预计回报发送时间：项目成功结束后10天内#¥59-13人-支持59元超值回报鲜玉米30斤，鲜毛豆9斤.支持59元超值回报鲜玉米30斤，鲜毛豆9斤.真空包装。每7天发货一次，（分三次发）。预计回报发送时间：项目成功结束后10天内#¥117-2人-VIP定制回报2年60斤玉米，送5斤毛豆VIP定制，支持117元超值回报鲜玉米2年，每年30斤分3次发真空包装。共60斤。附送鲜毛豆5斤，包邮！预计回报发送时间：项目成功结束后10天内|1348|2016-04-06 13:59:22|2016-06-05 10:40:29|农业|安徽#宿州|果蔬种植#鲜嫩玉米#无公害有机#有机蔬菜
【匠人匠心，回归源味】—野菜|http://www.zhongchou.com/deal-show/id-432901|为推荐我的家乡，我们将采用来源我们大山深处的败酱草，八十岁的老人用传统手艺为您送上一道不可多得的野生美味。让您从美味中，读懂大湘西的神奇。|湖南#怀化#野菜#美食|2118|26|106|2016-06-1116:39:24-时评人江国威-非常感谢大家对高婆婆外婆菜的信任，我们已经在今天全部安排发货了。希望大家生活愉快，阖家幸福。如果后续有什么咨询或者其他事项，请联系微信：sir5201314客服为你服务！#2016-06-0918:00:02--感谢大家的支持，项目已成功结束。共完成2118元的筹资额，达成预定目标的106%，获得26人支持。我们会尽快实施项目，期待大家的后续关注。#2016-06-0509:00:02--截止2016-06-0509时，筹款超过100%，共2118元，获得26人次支持。感谢大家的支持，期待你们的继续关注。#2016-06-0508:35:43-时评人江国威-为了感谢所有人的支持，我们会在发货后，送一些其他美味给大家哦！希望大家继续关注我们，谢谢！#2016-05-2813:44:45-时评人江国威-昨天在山里跑来一天，所以没有来得及给各位回复。众筹项目是必须达到目标金额才算众筹成功，否则就是失败。所以，希望大家能继续支持我们，支持我们做绿色食品的决心！#2016-05-2617:27:11-时评人江国威-还有很多朋友问我能不能马上发货，在这里我表示非常抱歉，众筹项目必须结束后才能给你们发货。如果你们急着要，也可以登陆淘宝搜索“高婆婆酸菜”，购买，我们可以马上安排发货。当然，如果你们不是很急，请继续支持我们众筹项目，我们必须项目成功后，才能给大家发货，如果众筹失败，你们的金额都会返回给你们！#2016-05-2518:00:01--新项目“【匠人匠心，回归源味】—野菜”上线了。我们的项目必须在2016年06月09日之前，筹集到2000才可成功，希望您能给予支持，持续关注我们的项目#匠人匠心——高婆婆#我叫江国威，曾经是一名评论员，擅长写教育及时政类评论。去年，曾经在众筹网发起过一个项目，很遗憾的失败了。今天，我辞掉了所有的工作，毅然决然的回到了家乡。回到了这片生我养我的地方，我希望用我有限的力量，为家乡也为了自己做点成绩出来。##你们看到的照片，是我的奶奶，今年八十岁了。关于她的故事，无论是从身边的街坊邻居，还是镇上老一辈人口中，我都会听到。其实并不是我奶奶有多么厉害，而是她做的外婆菜，总是让他们念念不忘。当然，念念不忘中的人也包括了我。##我们家是类似那种四合院的院子，我奶奶和我们一大家子人都住在一起，那时我经常会看到各种各样的人们来到我家，找我奶奶买外婆菜。而奶奶的外婆菜也一直深埋在我的脑海，今天，我不得不再次让我奶奶帮助我做起她那拿手的外婆菜。因为，我们这片土地靠的就是种地。而外婆菜，需要的蔬菜原料很广，如果可以，这是最容易让我们共同脱贫的最好办法。###野生美味—败酱草#败酱草，我们当地人叫“麻叶枯”（音）。据我奶奶说，她年轻的时候吃过，很香。当时因为她的一句话，我询问了很多当地人，然而一般30-40岁的人并没有太多人对此物有所了解，更谈不上去哪里才能找到。经过多方打听，皇天不负有心人，我们从一个叫“照顶界”的地方找到了“它”。这个曾经在老一辈人口中“茶林”（大片茶树的地方）到处都是，时至今日却变成难得一见。照顶界的一对夫妻，六十多岁。他们很热情的愿意帮我们去山里寻找采摘，然后我们自己想办法从山里运输出来。这个过程虽然很苦，但是我们找到了“它”，并且我奶奶也将“它”用最传统最原始的手法做了出来。今天，我们希望用这份零污染的野菜，来回报你们的信任。##败酱草功效：清热解毒，凉血，消痈排脓，祛瘀止痛。营养价值比较高，含蛋白质、糖、食物纤维、钙、磷、锌、铜、铁、锰等矿物元素，以及维生素B1、维生素B2、维生素C、胡萝卜素、烟酸等。此外，还含有胆碱、酒石酸、苦味素等化学物质。##我们的仓库#这里摆放的，目前只有两种野菜，一种败酱草，一种野葱（有人叫野蒜）。我们希望用我们的真诚，为你送上真正的绿色无污染食品。但是，这需要你们那份宝贵的信任。请给我们一个机会！######制作与包装与快递#我们的外婆菜，全部都是由我奶奶全程独自完成。每一瓶外婆菜，都是用最原始的方式——柴火灶炒出来的。##我们的包装全部采用定制的泡沫盒与纸盒。##我们与圆通快递达成合作，如果项目一旦成功，我们将立即用圆通快递迅速为您发货。#¥38-7人／限100人-【高婆婆】败酱草1罐，野葱试吃装1份。高婆婆亲手用柴火灶炒出的败酱草腌菜1罐，野葱试吃装1份。预计回报发送时间：项目成功结束后3天内#¥76-2人／限100人-【高婆婆】败酱草1罐，野葱1罐。高婆婆亲手用柴火灶炒出的败酱草腌菜1罐，野葱1罐。预计回报发送时间：项目成功结束后3天内#¥152-1人／限100人-【高婆婆】败酱草2罐，野葱2罐，辰溪酸萝卜一份。高婆婆亲手用柴火灶炒出的败酱草腌菜2罐，野葱2罐，大湘西特色辰溪酸萝卜一份。预计回报发送时间：项目成功结束后3天内|2006|2016-05-26 10:50:46|2016-06-05 08:32:50|农业|湖南#怀化|野菜#美食
金丝饼——传承即将消逝的甘肃美食|http://www.zhongchou.com/deal-show/id-2032|金丝饼，在西北地区叫一窝丝，中国传统特色糕点，经手工抻面成丝加之胡麻油姜黄等烘焙而成；因其工艺复杂而散失民间，发起此项目只为金丝饼的传承出一点点力气。|甘肃#白银#果蔬食品|3049|26|102|2014-01-0413:26:00--感谢大家的支持，项目已成功结束。共完成3049元的筹资额，达成预定目标的102%，获得26人支持。我们会尽快实施项目，期待大家的后续关注。#2014-01-0323:08:17--截止2014年01月03日，筹款超过100%，感谢大家的支持，期待你们的继续关注。#2013-12-2513:26:00--由wsunsonw发起的项目“金丝饼——传承即将消逝的甘肃美食”上线了。我们的项目必须在2014年01月04日之前，筹集到3000才可成功，希望您能给予支持，持续关注我们的项目#关于我#关于我自己：来自甘肃靖远，金丝饼的家乡，在北京上学，工作十数载，也做过春秋大梦，回首才发现，自己本性念根。家乡的金丝饼做了几十年，工艺精湛，全国少有能及者，却只是闻名乡里而从未走出甘肃。决意投入精力，将家乡的金丝饼宣传开去，让全国各地的西北老乡们吃到记忆中的味道，让未曾尝试的人们品到粗狂大西北的纤细，如那细如发丝的饼丝。#####甘肃省白银市靖远县，中国西部一个文明古老的县份，黄河上游一方生机蓬勃的土地。#甘肃的面食特别是兰州拉面闻名海内外，甘肃也是中国优质胡麻油的产地。##我想要做什么#金丝饼是一款特别的饼子，又叫一窝丝，是中国的传统面点，具有色淡黄，味甘甜，质酥脆的特色。饼如其名，其组成细如发丝，丝丝缕缕，层层叠叠；其色金黄，其味悠香，口感酥软，食之如醉如幻。只因特别所以少见，故君多有不知。#特殊的拉面技术和当地胡麻油制作的金丝饼，皮儿酥脆，瓤散软，入口即化；晾干或者微波炉再烘干之后通体松脆；细品之则芳香绵长。####金丝饼也是一款正在消失的饼子，因其制作工艺较为复杂，和面发面抻面拉丝烘焙一套下来，不管做多少，耗时超过十二小时，才能制作出上好的金丝饼；而现代社会却要求短频快赚，这让很多地方的金丝饼师傅显得“独特而孤独”，目前，做金丝饼的，全国已经屈指可数，我的家乡因偏僻闭塞，加之老一辈对金丝饼的不舍，保留到现在。虽然已经闻名近县区，却从未走出甘肃。#纵然如此，金丝饼依然是一款好吃而特别的糕点。#我想做的，就是将家乡的金丝饼推广出去，让更多的人们了解它，品尝它，喜爱它，珍视它，让金丝饼能够保留、传承、发展下去。###葱香味浓、香酥可口、形如盘丝且丝丝不散，与“千层烙饼”有异曲同工之妙。##为什么我需要你的支持#在我宣传推广家乡金丝饼的这些日子，收到了全国各地不少朋友的反馈，目前已经有几位朋友希望加盟，在一线城市投资开专卖店，现场制作，现场销售；而我们目前虽已注册商标，却尚未设计一套成熟的加盟方案。#网络的传播速度更为迅捷，我正在通过网店的形式销售推广，但推广所涉及的人力物力财力有限，发展缓慢。#我需要您的支持，以完成一套成熟的加盟连锁方案。#我需要您的支持，以加快目前缓慢的推广进程。#我需要您的支持，为保留传统的手工艺美食出一点力气。##我的承诺与回报##我的需要的支持不高，分为45元、128元和328元，如果您喜欢我的金丝饼，欢迎并衷心感谢您给我多次的支持。#这次众筹项目成功后，45元的支持者，我会为您寄上8个装的金丝饼礼盒一份，以感谢您的支持；128元的支持者，我会送上三份8个装的礼盒；328元的支持者，我会送上八份8个装的礼盒。#此外，我们可以替您直接将礼盒寄送给您的亲友（请留下详细的地址），为他们送上一份独特而实惠的新年礼物。礼盒有牛皮纸色，粉色和蓝色可选，如下图。###每一位支持的朋友或者感兴趣的朋友，如果可以，请加我微信：#¥45-13人-我会为您寄上8个装的金丝饼礼盒一份，作为对您和您亲友的新年祝福。请通过微信或者系统留下您和亲友的联系方式。预计回报发送时间：项目成功结束后2天内#¥128-9人-我会为您寄上8个装的金丝饼礼盒三份，作为对您和您亲友的新年祝福。请通过微信或者系统留下您和亲友的联系方式。预计回报发送时间：项目成功结束后2天内#¥328-4人-我会为您寄上8个装的金丝饼礼盒八份，作为对您和您亲友的新年祝福。请通过微信或者系统留下您和亲友的联系方式。预计回报发送时间：项目成功结束后2天内|1697|2014-01-02 19:30:01|2014-01-03 23:08:17|农业|甘肃#白银|果蔬食品
古树普洱千百年的伫立只为更好的遇见你|http://www.zhongchou.com/deal-show/id-685946|工业化现代的今天，速度和利益主宰着一切，入口的东西不安全了。为了一份热爱，为了一份执着，更为了将来还能喝到自己喜欢且有存放价值的茶……|山东#青岛#茶#普洱茶#古树普洱茶|2320|26|116|2017-05-0909:09:55-无心法师_OJPIMJ-今年普洱茶因天气、自然灾害等诸多原因收购价一路高涨。我不能给您最低的价格，但我能给您最好的品质。##¥216-1人／限300人-滇红古树单芽小金针250g灌装1、众筹专享价格滇红明前春茶，树龄百年左右的古树单芽小金针250g一份；2、精美包装盒一份；3、精品样茶两份感谢您的信任与支持，您将获得市场价格400--600元的古树纯料。唯信任难辜负，千百年的伫立，只为更好的遇见你！预计回报发送时间：项目成功结束后立即发货#¥316-1人／限200人-滇红古树单芽大金针250g灌装1、众筹专享价格滇红明前春茶，树龄三百年左右的古树单芽大金针250g一份；2、精美包装盒一份；3、精品样茶两份；感谢您的信任与支持，您将获得市场价格600--800元的古树纯料。唯信任难辜负，千百年的伫立，只为更好的遇见你！预计回报发送时间：项目成功结束后立即发货#¥400-0人／限300人-滇红古树单芽小金针500g铁罐加手提袋1、众筹专享价格滇红明前春茶，树龄百年左右的古树单芽小金针500一份；2、精美包装盒一份；3、精品样茶两份感谢您的信任与支持，您将获得市场价格800--1200元的古树纯料。唯信任难辜负，千百年的伫立，只为更好的遇见你！预计回报发送时间：项目成功结束后立即发货#¥480-1人／限500人-冰岛南迫老寨古树纯料357g生普洱茶饼1、众筹专享价格冰岛南迫老寨古树纯料357g生普洱饼一份；2、精美茶刀一个；3、精品样茶两份；感谢您的信任与支持，您将获得市场价格800-1200元的古树纯料。唯信任难辜负，千百年的伫立，只为更好的遇见你！预计回报发送时间：项目成功结束后立即发货#¥380-0人／限100人-2008年云南勐库乔木大叶种普洱生茶（小户赛古树生普洱茶357g饼）1、众筹专享价格小户赛古树生普洱茶357g饼一份；2、精美茶刀一个；3、精品样茶两份；感谢您的信任与支持，您将获得市场价格800-1200元的古树纯料。唯信任难辜负，千百年的伫立，只为更好的遇见你！预计回报发送时间：项目成功结束后立即发货#¥820-1人／限100人-08年百年老树生普357g饼（小户赛）+冰岛南迫古树纯料357g饼1、众筹专享价格08年百年老树生普357g饼（小户赛）+冰岛南迫古树纯料357g饼各一饼；2、精美茶刀一个；3、精品样茶两份；感谢您的信任与支持，您将获得市场价格1600--2400元的古树纯料。唯信任难辜负，千百年的伫立，只为更好的遇见你！预计回报发送时间：项目成功结束后立即发货#¥156-3人／限500人-2011年古树普洱熟茶砖250g1、众筹专享价格2011年古树普洱熟茶砖250g一份；2、精美茶刀一个；3、精品样茶两份；感谢您的信任与支持，您将获得市场价格260元的古树纯料。唯信任难辜负，千百年的伫立，只为更好的遇见你！预计回报发送时间：项目成功结束后立即发货#¥3,100-0人／限50人-冰岛南迫老寨古树纯料357g生普洱茶饼一提七饼1、众筹专享价格冰岛南迫老寨古树纯料357g生普洱饼一提七饼一份；2、精美茶刀一个；3、精品样茶两份；4、滇红古树单芽小金针100g一份；感谢您的信任与支持，您将获得市场价格5000-8000元的古树纯料。唯信任难辜负，千百年的伫立，只为更好的遇见你！预计回报发送时间：项目成功结束后立即发货|1412|2017-04-17 14:34:57|2017-05-13 15:14:52|农业|山东#青岛|茶#普洱茶#古树普洱茶
